Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Stockholders Equity - Total,Interest and Related Expense - Total,Book Value Per Share,Inventories - Total,Operating Activities,Credit Score
311.749,42.469,1.962,191.792,45.586,100.263,237.773,-153.68,1.31112027,0.146226612,0.327241929,0.1487852,73.976,6.026,1.5506,19.97,-119.75399999999999,B+
6434.475,43.713,0.0,3746.736,478.692,591.172,4545.14,-1223.275,1.415682465,0.074394881,0.515910916,0.41775055,1772.169,486.632,4.1424,4.693,-644.038,B
1354.755,72.462,536.151,223.009,97.498,373.149,884.166,-57.865,1.532240552,0.071967256,0.168481446,0.044021568,436.456,20.606,15.6259,563.277,-295.166,BB-
424.23,26.679,49.411,61.918,36.252,70.767,200.881,3.636,2.111847313,0.085453645,0.609372175,0.312164711,223.349,4.232,1.8647,146.631,-43.256,B+
2736.415,22.484,0.0,910.515,-357.828,-333.417,1756.122,318.032,1.558214634,-0.130765253,-0.759135804,-0.814715646,980.293,30.566,2.9749,31.881,-399.04499999999996,B
12713.4,27.8,746.9,7957.7,1969.8,2953.6,12488.6,12.1,1.018000416,0.154938883,0.506664379,0.33790205,224.8,575.5,0.3729,63.7,718.5999999999999,BB-
1278.8,111.3,6.2,310.6,149.6,612.6,831.0,-806.5,1.538868833,0.116984673,0.554891304,0.135507246,447.8,21.0,4.4735,88.3,-28.0,B+
886.627,33.295,0.0,414.782,82.823,89.845,448.491,51.237,1.976911465,0.093413578,0.648162176,0.597503878,438.136,40.886,7.9738,0.553,-27.936,B
1239.385,89.61,53.819,539.28,307.328,391.386,945.32,396.994,1.311074557,0.247968145,0.344212987,0.270286338,294.065,21.205,16.8194,16.98,-37.365999999999985,BB-
6227.013,169.656,343.06,3518.394,744.382,744.382,4506.678,154.345,1.381730179,0.119540781,0.921956319,0.921956319,1720.335,237.683,21.2432,0.0,82.14100000000002,BB+
5221.781,239.855,369.755,1613.997,861.089,2075.735,3835.009,1091.838,1.361608539,0.164903316,0.389827984,0.161714568,1386.772,96.387,13.8405,1537.2,23.764999999999986,BB
2029.973,106.575,0.974,1810.667,590.159,1860.172,2377.026,-348.6,0.853996969,0.290722586,0.495583586,0.15722907,-347.053,116.517,-2.2439,828.429,173.73399999999998,BB+
456.581,0.956,22.201,106.123,60.915,94.377,267.002,-117.402,1.710028389,0.133415539,0.200045784,0.129118206,189.579,12.235,5.5216,7.449,34.527,B
2811.009,33.033,171.978,1961.535,80.35,80.35,2170.012,14.43,1.295388689,0.028584042,0.52542783,0.52542783,640.997,61.932,13.7494,200.569,-131.00900000000001,BB-
369.397,21.221,1.272,158.624,31.334,100.922,262.862,-31.319,1.405288707,0.084824728,0.145682095,0.045230998,106.535,18.801,3.059,7.785,-66.215,B-
34040.0,215.0,1910.0,12769.0,2720.0,2720.0,23384.0,3203.0,1.455696203,0.079905993,0.460782653,0.460782653,10656.0,698.0,12.5455,313.0,199.0,BBB
991.4,13.4,0.0,892.0,190.9,278.0,1200.1,-147.8,0.826097825,0.192555981,0.705583756,0.484517766,-208.7,67.2,-6.948,0.0,155.7,BB-
9936.885,963.402,0.0,319.55,263.052,398.53,7039.446,1382.52,1.41160043,0.02647228,0.463667385,0.306046303,2522.82,12.922,120.038,0.0,-131.586,BBB-
6185.0,174.0,179.0,1181.0,751.0,1167.0,3295.0,877.0,1.877086495,0.121422797,0.209778896,0.134999101,2890.0,106.0,45.1492,714.0,326.0,BBB-
2192.1,347.6,0.0,524.1,486.7,866.0,1230.4,984.2,1.781615735,0.222024543,0.338545739,0.190265833,961.7,23.7,8.0477,6.7,158.89999999999998,BBB+
4151.98,638.869,24.917,2016.552,564.517,564.517,3028.851,79.447,1.370810251,0.135963324,0.214891187,0.214891187,1123.129,113.698,9.618,13.419,146.83300000000003,BB-
1795.84,53.821,204.214,1060.322,173.294,199.449,1352.935,287.22,1.32736606,0.096497461,0.88637303,0.770137367,442.905,35.212,21.2678,0.0,-95.142,BB
20152.0,2457.0,667.0,3281.0,2756.0,5313.0,11139.0,4236.0,1.809139061,0.136760619,0.381900518,0.198102358,9013.0,131.0,22.0929,1745.0,-65.0,A-
3338.955,684.042,9.428,1333.0,612.517,1066.622,1967.747,-86.922,1.696841616,0.183445719,0.909408078,0.522235532,1371.208,52.713,22.6101,30.037,-712.8750000000001,BB
83126.0,7284.0,3415.0,19242.0,4576.0,4576.0,71992.0,11329.0,1.154656073,0.055048962,0.467463479,0.467463479,11134.0,520.0,23.5069,122.0,-1101.0,BBB-
4763.732,218.206,23.598,1876.665,383.116,447.989,3249.574,339.925,1.465955845,0.0804235,0.166205633,0.142137501,1514.158,120.939,15.5608,10.516,353.86400000000003,B
11799.963,0.021,92.541,3517.32,1402.966,1674.622,6519.175,2279.741,1.810039307,0.118895797,0.629522353,0.527401681,5280.788,218.943,46.7306,0.0,-872.2090000000001,BB+
2742.537,461.788,140.731,651.974,371.61,945.892,1457.401,-13.778,1.881799862,0.135498628,0.414967198,0.163027027,1285.136,33.8,5.8767,0.0,177.41900000000004,BBB-
11179.591,620.916,397.678,2803.255,669.588,1253.165,6101.359,734.902,1.832311621,0.059893783,0.367321809,0.196266473,5078.232,384.504,8.3126,133.163,239.22399999999996,BB
2894.175,508.799,0.0,800.0,408.754,688.106,1461.342,997.724,1.98049122,0.141233339,0.690398122,0.410115584,1432.833,23.876,12.7849,0.0,442.328,BB+
1401.427,0.432,0.0,400.0,173.959,209.894,627.1,201.04,2.234774358,0.124129905,0.811877971,0.672880025,774.327,21.651,19.4486,0.0,-147.826,B
775.794,11.008,0.0,360.303,125.461,141.683,425.508,-218.294,1.823218365,0.161719477,0.826535136,0.731900967,350.286,31.918,2.4883,0.0,-129.007,B-
15056.084,23.08,511.091,5448.245,1438.11,1438.11,10140.493,-1377.417,1.48474872,0.095516869,0.477566708,0.477566708,4915.591,304.844,27.3907,37.19,87.18200000000002,A-
7245.098,305.448,9.855,1529.389,652.726,1573.345,3892.654,-54.13,1.861223217,0.090092087,0.340221249,0.141145937,3352.444,51.305,25.4328,442.732,-650.049,BB
35187.0,1682.0,2526.0,26929.0,13126.0,20127.0,46390.0,22423.0,0.758503988,0.373035496,0.676151443,0.440958108,-11203.0,1170.0,-8.1641,8592.0,6839.0,A
1918.5,58.0,15.0,543.5,267.7,647.7,1324.7,259.5,1.448252435,0.139536096,0.388495681,0.160568618,593.8,23.3,9.2734,168.5,155.5,BBB-
8273.0,237.0,3.0,2588.0,1399.0,3719.0,5979.0,1634.0,1.3836762,0.169104315,0.607580461,0.228557425,2294.0,111.0,11.8886,204.0,747.0,BBB+
3095.2,117.8,6.5,1134.5,285.6,494.2,1741.7,-52.4,1.777114314,0.092271905,0.754964864,0.436296975,1353.5,59.8,18.4658,0.0,71.6,BB
4667.632,878.164,884.994,1494.411,1145.813,1890.432,2886.794,22.103,1.616891264,0.245480578,0.709233992,0.429875038,1684.587,52.687,10.4646,0.0,504.99199999999996,A-
858.9,29.667,59.166,665.131,119.128,308.891,923.628,-484.173,0.929919838,0.138698335,0.538927244,0.207844595,-64.728,67.254,-0.3616,35.387,56.54,B-
14746.0,4848.0,0.0,4324.0,1544.0,3244.0,7513.0,3071.0,1.962731266,0.104706361,0.735934664,0.350272232,7233.0,208.0,10.019,123.0,374.0,BB+
5268.0,129.0,58.0,3860.0,704.0,1024.0,5369.0,-485.0,0.981188303,0.133637054,0.206534893,0.141992739,-114.0,227.0,-0.9921,604.0,119.0,B+
2345.33,39.359,336.058,1100.874,803.171,1030.128,2134.287,1573.635,1.098882203,0.342455433,0.589747906,0.459815106,211.043,69.984,1.3365,0.0,579.078,BBB-
3776.5,1297.7,4.1,1503.9,1081.4,2800.3,3126.7,1576.1,1.207822944,0.286349795,0.63508947,0.245254349,583.8,71.4,2.8389,555.5,325.5,BBB+
1828.557,425.51,273.351,399.44,336.136,424.66,1031.108,293.781,1.773390372,0.183825826,0.131245691,0.103886407,797.449,40.099,21.2037,254.967,-10.527999999999992,B+
1585.928,27.331,0.0,575.0,239.054,368.514,1088.391,393.461,1.457130755,0.15073446,0.187335008,0.121523695,497.537,39.15,25.4391,286.626,171.131,BB
5420.0,71.0,599.0,987.0,415.0,626.0,2417.0,60.0,2.242449317,0.076568266,0.509771987,0.337947883,3003.0,89.0,23.8075,104.0,191.0,BBB-
788.221,161.361,10.733,582.669,236.729,393.234,746.778,367.967,1.055495743,0.300333282,0.364471377,0.219413745,41.443,23.363,1.9919,0.0,65.18799999999999,B+
8143.0,685.0,9.0,1381.0,642.0,969.0,3512.0,2005.0,2.318621868,0.078840722,0.219479049,0.145413364,4631.0,78.0,31.0366,17.0,607.0,BBB
24695.0,883.0,0.0,5458.0,3639.0,4098.0,14509.0,2006.0,1.702047005,0.147357765,0.208634559,0.185266266,10186.0,325.0,13.4539,1224.0,797.0,BBB+
2589.802,40.598,0.04,767.092,152.863,240.708,1370.365,-95.473,1.88986292,0.059024976,0.113403553,0.072017579,1219.437,50.544,26.2283,43.532,-73.30800000000002,B+
23178.837,2294.615,0.0,15157.114,595.263,595.263,17235.376,-467.801,1.344840809,0.025681314,0.381558545,0.381558545,5943.461,22.393,10.9569,0.0,-485.611,A
480.443,24.195,1.629,186.471,86.222,119.748,307.154,34.798,1.564176276,0.179463537,0.394542537,0.284081961,173.289,8.129,7.7767,48.248,-41.513000000000005,BB-
5938.412,45.811,0.0,2700.0,878.225,973.595,4066.111,874.769,1.460464803,0.147888863,0.700313186,0.631712928,1872.301,167.24,18.4753,21.354,-158.84600000000012,BB-
1289.69,195.735,3.0,291.992,95.742,296.005,424.298,264.77,3.039585386,0.074236444,0.396438277,0.128226866,865.392,12.873,32.8884,7.482,2.8929999999999723,BB-
4297.803,531.475,2.597,786.649,-107.04,-49.166,1133.617,1025.851,3.791230195,-0.024905748,-0.428809405,-0.933567074,3164.186,71.446,7.8688,0.0,-236.488,CCC+
8674.506,477.069,1424.764,2168.953,672.394,672.394,5921.369,1246.972,1.464949406,0.077513809,0.560613312,0.560613312,2753.137,28.856,30.0358,0.0,-2162.2650000000003,BB+
4077.2,9.6,96.2,1329.4,545.0,970.5,2924.7,398.6,1.39405751,0.133670166,0.199592794,0.112084567,1152.5,92.9,23.5685,287.8,71.69999999999999,BB-
1182.916,148.561,31.139,464.919,191.635,322.27,1083.138,-282.885,1.092119379,0.162002205,0.155853816,0.09267709,99.778,35.967,2.0794,69.775,3.331000000000003,BB-
5849.251,1905.713,611.098,1818.785,45.242,1113.602,4879.345,-1433.682,1.19877791,0.007734666,0.348179502,0.014145392,969.906,113.686,7.7168,953.675,-2143.13,B-
1514.016,76.923,17.274,1235.365,378.789,499.736,1480.542,484.37,1.022609288,0.250188241,0.368412439,0.279248602,33.474,67.607,0.1925,131.613,7.677000000000021,BB-
7167.028,425.453,11.451,3497.757,272.765,272.765,5045.835,428.883,1.420384931,0.038058314,0.396332869,0.396332869,2121.193,134.486,10.3667,10.217,-4892.911,BB-
9930.108,656.097,15.081,4350.421,901.617,1018.986,5161.873,-183.455,1.923741247,0.090796293,0.360070305,0.318596632,4768.235,268.727,21.3013,153.32,13.336000000000013,BB
5200.945,38.477,14.312,2285.984,489.616,765.469,3486.956,381.797,1.491543054,0.094139815,0.295412945,0.18895462,1713.989,94.295,14.7384,356.467,358.023,BB-
2677.8,133.834,4.74,1337.638,493.717,1036.577,1921.757,894.745,1.393412383,0.184374113,0.396676583,0.188935287,756.043,46.961,8.5588,569.132,321.009,BB+
5119.931,560.451,7.97,1985.5,201.443,276.416,2892.425,-614.646,1.770117116,0.039344866,0.43559919,0.317450537,2227.506,38.624,56.1018,0.0,-470.274,B
801.968,39.885,3.0,289.423,110.649,226.623,497.434,133.906,1.612209861,0.137971839,0.579985617,0.283178797,304.534,17.596,28.5331,9.337,3.3629999999999995,B
2972.766,554.831,0.0,794.269,527.005,755.755,1633.807,-494.083,1.819533152,0.17727766,0.883018237,0.615748525,1338.959,63.756,3.4608,55.354,139.18400000000003,B
10774.784,282.819,171.558,6542.804,892.771,892.771,8002.722,555.573,1.346389891,0.082857438,0.90065988,0.90065988,2772.062,263.365,27.073,0.0,-1049.285,BBB-
6269.0,990.0,108.0,1592.0,942.0,1611.0,4904.0,-337.0,1.278344209,0.1502632,0.23156533,0.135403191,1365.0,112.0,28.2609,339.0,332.0,BB+
1998.1,139.0,0.0,651.5,216.2,290.0,1292.7,-7.6,1.545679585,0.108202793,0.198195735,0.147758338,705.4,51.0,6.5139,139.1,81.69999999999999,B
20515.139,416.711,175.683,10338.098,2069.0,2415.555,448.227,11132.809,2918.442,-2775.848,1702.786,0.503925321,0.263231551,1.215067542,9382.33,10.1084,1.48,BB
10455.693,111.69,89.805,5355.789,1068.35,1395.068,8727.78,-488.761,1.197978524,0.102178784,0.094052193,0.072025637,1718.036,313.524,7.3449,553.815,-107.755,BB
30460.0,1494.0,27.0,6610.0,5106.0,6467.0,19070.0,7202.0,1.597273204,0.167629678,0.070962999,0.056028618,11390.0,250.0,39.2372,5642.0,-635.0,BBB
8798.0,41.0,1.0,2280.0,1492.0,1812.0,4370.0,-1245.0,2.013272311,0.169583996,0.518751789,0.427139994,4428.0,123.0,21.2027,45.0,-344.0,BB+
3976.587,201.367,116.953,2712.952,645.094,1192.066,4123.885,-421.137,0.964281739,0.162223032,0.547914844,0.296507558,-351.909,130.262,-5.1606,0.0,-574.877,BB
2356.116,220.786,7.559,1194.648,192.921,392.207,2035.251,-227.153,1.157653773,0.081880943,0.076484006,0.037621386,320.865,129.115,6.5791,473.861,-8.119,B
1017.174,40.867,27.426,282.118,81.124,122.649,556.81,31.892,1.826788312,0.0797543,0.370292432,0.244923344,460.364,19.478,22.6121,26.869,-26.126999999999995,B
3075.41,473.714,0.0,1746.263,257.183,320.875,2075.823,-65.719,1.481537684,0.083625598,0.481748,0.386123556,999.587,89.8,17.0624,0.0,-1266.1119999999999,B
4864.0,663.0,89.0,1199.0,637.0,1644.0,2737.0,549.0,1.777128243,0.130962171,0.419816139,0.162665986,2127.0,54.0,11.6676,486.0,147.0,BBB
2312.552,0.891,4.0,1594.5,386.37,499.403,2021.529,-11.133,1.143961823,0.167075162,0.239994675,0.185675182,291.023,81.834,5.6886,25.073,-101.56299999999999,B+
2540.0,347.0,116.0,595.0,226.0,640.0,1420.0,172.0,1.788732394,0.088976378,0.368663594,0.130184332,1120.0,41.0,33.6522,773.0,185.0,BB
2223.59,94.04,26.965,1069.305,205.43,316.084,1342.625,33.072,1.656151196,0.092386636,0.314636358,0.204489145,880.965,48.221,14.8781,0.0,-837.972,B+
6336.083,411.568,124.659,3292.016,628.242,1176.795,5035.497,324.59,1.258283542,0.099153057,0.456617116,0.243768923,1300.586,81.401,6.2082,0.0,-1446.192,BB
329.394,23.868,0.0,195.267,76.407,76.407,416.621,-270.157,0.790632253,0.231962331,0.251752883,0.251752883,-87.227,15.249,-0.5873,0.559,61.004999999999995,BB-
527.731,102.434,0.0,224.035,4.032,182.851,546.233,-46.409,0.966128008,0.007640256,0.261882392,0.005774701,-18.502,16.289,-0.5433,75.334,-0.06799999999999784,B+
4495.0,1313.5,0.0,900.0,309.3,1504.7,2899.1,1092.5,1.550481184,0.068809789,0.116104291,0.023865925,1595.9,39.4,36.3415,0.0,392.70000000000005,BB
1255.79,31.875,0.035,612.662,237.303,350.773,969.255,35.81,1.295623959,0.188967104,0.332542678,0.224969924,286.535,28.912,6.5111,5.971,-99.24799999999999,BB+
51913.0,5163.0,11038.0,18556.0,2612.0,6643.0,46936.0,555.0,1.106038009,0.05031495,0.212943967,0.083728683,4961.0,1318.0,3.6316,7008.0,-1365.0,BB+
2015.9,290.5,49.6,1215.0,439.3,932.8,1997.4,-5.8,1.009262041,0.217917555,0.440353113,0.207383279,18.5,49.3,-0.0501,360.6,150.0,BB+
48415.0,390.0,2231.0,18330.0,8891.0,15574.0,42780.0,-5962.0,1.13172043,0.183641433,0.379946328,0.216906563,5635.0,932.0,9.0215,863.0,1259.0,BB-
15028.258,39.488,357.58,3462.391,1349.024,1349.024,10308.801,2048.055,1.457808527,0.089765826,0.38593792,0.38593792,4719.457,194.964,41.304,279.931,-3.7899999999999636,A-
41247.0,5001.0,3130.0,5871.0,4844.0,12683.0,19921.0,19099.0,2.070528588,0.117438844,0.621563342,0.237392796,21326.0,163.0,14.4031,2599.0,2236.0,A+
2254.303,485.305,0.0,0.0,182.465,363.325,138.558,1963.263,16.26974263,0.080940761,0.499662376,0.250934826,2115.745,1.759,34.2875,123.252,113.923,BB+
53424.1,2524.3,0.0,7828.0,5434.2,16394.3,37245.5,11467.1,1.434377307,0.101718138,0.27220893,0.090228785,16178.6,363.6,46.1067,0.0,1734.6999999999998,A
17438.1,206.4,1929.9,3949.1,2806.7,3887.2,10057.0,8454.5,1.733926618,0.160952168,0.392848841,0.283651174,7381.1,152.6,33.6601,768.6,945.4000000000001,A
6533.0,73.0,115.0,571.0,1650.0,2217.0,4122.0,2587.0,1.584910238,0.252563906,0.396034298,0.294748124,2411.0,42.0,19.261,51.0,688.0,BBB-
34195.0,2716.0,86.0,6544.0,1911.0,3167.0,13794.0,14973.0,2.478976367,0.055885363,0.477245329,0.287974684,20401.0,386.0,67.7723,399.0,-2497.0,BBB
10612.119,152.294,0.0,739.805,335.488,335.488,9466.347,965.039,1.121036341,0.031613667,0.238728142,0.238728142,1145.772,33.507,23.7235,5.358,235.268,A-
771.987,5.989,3.056,290.684,124.353,216.232,515.852,86.234,1.496528074,0.161081728,0.384023301,0.220848207,256.135,23.37,11.7823,0.0,108.358,BB
61683.1,176.4,2728.0,17988.2,5343.2,5343.2,43778.2,8271.2,1.408991233,0.086623403,0.324751416,0.324751416,17904.9,935.2,36.4354,1339.4,789.4000000000001,BBB
161184.0,22762.0,11626.0,41247.0,10011.0,10011.0,140511.0,7131.0,1.147127271,0.062109142,0.290671003,0.290671003,20673.0,736.0,19.6832,14992.0,2029.0,BBB+
6664.53,381.005,386.075,1556.045,1093.781,1541.568,3409.904,3569.162,1.954462648,0.16411975,0.387884644,0.275213843,3254.626,91.795,13.8192,514.451,216.96399999999994,BBB+
71576.0,4144.0,2250.0,29306.0,10711.0,19595.0,43493.0,-2566.0,1.645690111,0.149645132,0.904579448,0.494460345,28083.0,1095.0,37.2454,2435.0,3117.0,A
7062.178,884.353,374.839,498.497,1286.632,2393.184,1989.219,4386.464,3.550226496,0.182186289,0.696687017,0.374555325,5072.959,27.03,16.2563,412.314,571.6030000000001,A-
9537.84,254.53,6.508,3655.2,1119.226,1493.001,5243.972,3083.541,1.81881978,0.117345856,0.386343729,0.289622007,4293.868,202.328,15.231,153.824,849.941,BBB-
18842.0,1467.0,1.0,8777.0,-21913.0,-21536.0,14614.0,-7269.0,1.289311619,-1.162986944,-3.373962087,-3.433025223,4228.0,497.0,6.7877,570.0,2962.0,BBB+
290479.0,21120.0,10999.0,53463.0,81730.0,104126.0,171124.0,91939.0,1.697476684,0.281362852,0.445525533,0.34969942,119355.0,733.0,21.3946,2349.0,17716.0,AA+
15308.0,4797.0,1200.0,3342.0,2063.0,4333.0,7695.0,13875.0,1.98934373,0.134766135,0.448597163,0.213583187,7613.0,103.0,6.5629,1833.0,-913.0,A-
1636.917,168.846,3.969,584.309,195.446,490.747,963.916,1153.536,1.698194656,0.119398846,0.392832042,0.156450169,673.001,29.957,11.3671,142.752,12.950999999999993,BB+
40157.0,910.0,98.0,5779.0,2884.0,4894.0,22242.0,14719.0,1.805458142,0.071818114,0.072287377,0.042598446,17915.0,319.0,30.0824,8243.0,2649.0,A
13021.93,273.09,44.024,2380.575,1049.001,3035.25,8827.119,4389.774,1.475218585,0.080556492,0.130368843,0.045056271,4194.811,141.702,45.5599,2466.49,84.1869999999999,BBB-
10064.0,1257.0,381.0,3348.0,816.0,1866.0,7027.0,2990.0,1.432190124,0.081081081,0.346389456,0.151475775,3037.0,176.0,45.3284,706.0,30.0,BB
19055.0,800.0,21.0,8035.0,1531.0,1531.0,12162.0,3180.0,1.566765335,0.080346366,0.370612443,0.370612443,6893.0,385.0,29.1765,87.0,-343.0,A
4809.011,113.983,0.0,1685.946,779.457,836.686,1861.841,2669.42,2.582933237,0.162082599,0.599409249,0.558409888,2947.17,74.751,45.5837,137.998,117.96300000000002,BB
33110.5,1639.3,2.5,9.2,2291.9,4788.8,28302.0,13199.7,1.169899654,0.069219734,0.437793116,0.209525986,4808.5,6.5,10.3098,0.0,-1616.7000000000003,AA
742.016,46.898,47.405,280.578,25.864,41.864,440.335,-117.463,1.685117013,0.034856391,0.080831016,0.049938214,301.681,28.207,13.5083,582.531,-23.366,B-
10799.953,932.553,331.115,1646.501,1065.797,3340.439,6114.932,3141.561,1.766160768,0.098685337,0.119623278,0.038166879,4685.021,95.665,34.5847,2482.183,340.98800000000006,BBB-
3879.5,686.9,55.2,2159.6,476.3,3868.6,4935.9,1081.9,0.785976215,0.122773553,0.627968509,0.077315153,-1056.4,120.5,-2.4576,624.0,445.5,B+
24080.0,2324.0,151.0,3890.0,1819.0,3262.0,7698.0,8609.0,3.128085217,0.075539867,0.207216364,0.115550756,16382.0,217.0,37.2952,2917.0,282.0,A
9777.0,224.0,77.3,5054.2,1085.4,1536.7,8515.7,3917.6,1.148114659,0.111015649,0.19215956,0.135725897,1261.3,143.2,8.7941,898.4,-1737.1000000000001,BB+
4942.9,950.5,250.2,1147.8,1048.1,2276.4,3487.6,-711.5,1.417278358,0.212041514,0.666393443,0.306820843,1455.3,44.9,19.7471,413.7,554.1,A
26308.0,2455.0,203.0,9765.0,2635.0,3211.0,16853.0,-13974.0,1.56102771,0.100159647,0.355395683,0.291643608,9455.0,780.0,6.1609,1717.0,3275.0,BBB-
20975.0,2213.0,2585.0,3935.0,1490.0,4911.0,12110.0,9907.0,1.732039637,0.071036949,0.492676565,0.149478331,8865.0,197.0,16.1525,1604.0,357.0,A-
26820.0,1424.0,1452.0,11370.0,2340.0,5523.0,19656.0,10575.0,1.364468864,0.087248322,0.537152305,0.227582182,7164.0,294.0,34.0016,1959.0,-6190.0,BBB+
244640.0,4470.0,6489.0,103705.0,49077.0,79063.0,226798.0,11796.0,1.078669124,0.200609058,0.600691384,0.372868865,17842.0,5504.0,4.0332,1252.0,15015.0,BBB+
47993.0,613.0,4895.0,15390.0,8441.0,10416.0,30664.0,-6231.0,1.565125228,0.175879816,0.484149856,0.392349168,17329.0,959.0,15.0356,416.0,2113.0,BBB+
3489.8,59.2,35.4,1353.9,567.8,1031.9,2282.4,1706.1,1.529004557,0.162702734,0.253450901,0.139460628,1207.4,52.1,12.6961,525.9,265.29999999999995,BBB
3711.542,457.549,0.298,435.707,306.056,1253.518,1221.039,2190.193,3.039658848,0.082460605,0.62072524,0.151554811,2490.503,21.692,84.8264,490.224,-8.580999999999989,BBB
4655.501,456.535,76.8,1866.866,434.773,434.773,3189.634,463.479,1.459572164,0.09338909,0.333260259,0.333260259,1465.867,86.278,28.6347,86.943,-483.702,BBB
13637.0,121.3,0.0,5895.1,2075.4,2193.8,7119.8,997.8,1.915362791,0.152188898,0.539892701,0.510754541,6517.2,303.7,27.6733,235.3,191.79999999999995,BBB
94408.0,11302.0,1234.0,8730.0,9700.0,16556.0,88011.0,26008.0,1.072684096,0.10274553,0.172253782,0.100921822,6397.0,497.0,9.5031,47257.0,7920.0,A
4220.0,58.0,1.0,590.0,204.0,361.0,2275.0,-1713.0,1.854945055,0.048341232,0.099039781,0.055967078,1945.0,41.0,21.5866,541.0,62.0,BB-
139514.0,2774.0,11482.0,50132.0,5519.0,6889.0,82287.0,16998.0,1.695456147,0.039558754,0.343453983,0.275152059,57227.0,2820.0,22.4365,5281.0,-8222.0,A-
1458.962,118.39,0.0,225.0,146.882,436.105,884.712,792.383,1.649081283,0.100675686,0.230164929,0.077520517,574.25,19.532,12.9411,378.688,64.47800000000001,BB
31748.0,2385.0,139.0,6550.0,2858.0,13418.0,17324.0,29145.0,1.83260217,0.090021419,0.8102657,0.172584541,14424.0,184.0,8.5476,1221.0,3351.0,A+
26406.0,223.0,956.0,11182.0,4389.0,4389.0,18734.0,2487.0,1.409522793,0.166212224,0.353097345,0.353097345,7672.0,503.0,12.9093,360.0,-1098.0,BBB+
3152.5,657.3,6.0,442.5,515.3,1203.5,1871.2,1186.3,1.684747755,0.163457573,0.293129064,0.125508439,1281.3,28.5,14.1092,685.0,163.5,BB+
2940.197,4.984,77.654,945.464,255.417,487.027,1996.806,306.327,1.472450003,0.08687071,0.11572928,0.060693197,943.391,48.655,11.7295,90.599,258.92,BB
2143.2,365.2,76.8,235.5,187.8,717.9,3521.8,-5791.0,0.608552445,0.08762598,0.238101556,0.062286491,-1378.6,15.0,-27.8497,43.8,-90.6,B+
57088.0,1968.0,149.0,5020.0,4330.0,4330.0,44975.0,10871.0,1.269327404,0.075847814,0.114320414,0.114320414,12044.0,252.0,46.912,0.0,530.0,A
55047.0,387.0,350.0,2212.0,696.0,696.0,43291.0,8998.0,1.271557599,0.012643741,0.077256077,0.077256077,11756.0,155.0,43.4966,0.0,807.0,BBB
35039.0,628.0,20.0,10683.0,4820.0,4820.0,23371.0,10573.0,1.499251209,0.137561003,0.40809415,0.40809415,11668.0,544.0,12.0682,350.0,519.0,BBB+
3075.0,77.0,23.0,970.0,469.0,795.0,1710.0,1179.0,1.798245614,0.152520325,0.276907001,0.163357715,1365.0,53.0,19.7573,397.0,256.0,BBB
8089.0,253.0,1543.0,2552.0,1529.0,3091.0,6713.0,1585.0,1.204975421,0.189022129,0.382454838,0.189185845,1376.0,111.0,4.4516,993.0,526.0,BBB+
36402.0,153.0,1442.0,8985.0,6424.0,6424.0,21452.0,10870.0,1.696904718,0.17647382,0.509396559,0.509396559,14950.0,439.0,18.9914,355.0,2223.0,A
19637.0,650.0,30.0,8927.0,3184.0,3184.0,14841.0,2695.0,1.323158817,0.162142894,0.474374255,0.474374255,4796.0,409.0,31.3464,188.0,957.0,BBB+
14987.8,900.6,768.4,2971.4,1459.8,4144.2,9198.1,4320.1,1.629445212,0.097399218,0.337486563,0.118880094,5789.7,124.8,67.4336,1764.5,427.1,BBB+
30142.0,4616.0,281.0,5211.0,2660.0,5900.0,23886.0,5498.0,1.261910743,0.088248955,0.057543572,0.025943373,6256.0,141.0,19.0732,9211.0,-60.0,A-
2905.9,70.0,0.0,607.1,268.0,440.6,1580.0,1004.2,1.839177215,0.092226161,0.197871289,0.12035748,1325.9,30.4,26.3504,655.8,159.40000000000003,BBB
78497.0,6460.0,12846.0,25247.0,8995.0,16359.0,63612.0,27211.0,1.23399673,0.114590367,0.347982387,0.191338197,14885.0,1094.0,25.4309,9700.0,3870.0,A
47604.0,126.0,1503.0,18722.0,6960.0,10136.0,33544.0,-1662.0,1.419150966,0.146206201,0.566256983,0.388826816,14060.0,1364.0,25.8551,144.0,2301.0,BB
2069.06,115.432,19.014,238.295,222.833,222.833,996.94,1211.048,2.075410757,0.107697698,0.048469352,0.048469352,1066.183,6.581,43.1793,50.749,185.869,BBB-
266103.0,11022.0,4928.0,33664.0,17680.0,25329.0,112217.0,177287.0,2.3713252,0.066440438,0.206656006,0.144248813,153886.0,495.0,81.1105,6334.0,-2815.0,AA
1435.873,55.121,3.439,970.825,457.217,594.675,1514.333,2423.053,0.94818841,0.318424401,0.198074595,0.152290028,-78.46,29.006,-1.295,23.035,232.863,BBB-
4256.9,330.0,363.0,787.6,781.3,1610.0,2233.7,2604.1,1.905761741,0.183537316,0.474254743,0.230146106,2023.2,30.5,15.5686,274.0,535.0,BBB+
2277.444,74.528,16.25,765.532,278.598,408.784,1660.247,483.171,1.371750107,0.122329243,0.337196785,0.229809264,617.197,28.595,37.1805,0.0,190.644,BB
